@relation data/jdt-original.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute WCHU_fanIn numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute numberOfNonTrivialBugsFoundUntil numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute WCHU_noc numeric
@attribute ck_oo_noc numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute label {0,1}

@data
0.0,11.08,28.0,0.0,0.0,24.0,0.182267,0.0,3.06,0.001487,0.02083,0.0,2.0,1384.0,0
3.07,0.0,13.0,0.0,0.0,1.0,0.173451,14.4,14.4,0.0,0.0,0.0,0.0,6.0,1
0.0,1.02,3.0,0.0,0.002751,5.0,0.131851,0.0,0.0,0.004632,0.002716,0.0,0.0,52.0,0
0.0,0.0,6.0,0.0,0.004268,3.0,0.134947,1.01,1.01,0.001487,0.005822,0.0,0.0,354.0,0
0.0,23.66,0.0,0.0,0.0,8.0,0.019564,1.01,1.01,0.012864,0.0,0.0,0.0,25.0,0
0.0,0.0,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,22.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.112489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,12.41,11.0,2.06,0.0,10.0,0.022586,1.01,2.07,0.00349,0.005504,0.0,0.0,387.0,0
0.0,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,98.0,0
0.0,0.0,0.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,27.0,0
0.0,1.01,2.0,0.0,0.0,3.0,0.128171,0.0,1.01,0.003558,0.000836,0.0,0.0,12.0,0
0.0,0.0,13.0,0.0,0.002401,4.0,0.030645,1.01,2.02,0.01375,0.005279,0.0,0.0,281.0,0
0.0,0.0,2.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,4.0,0
0.0,0.0,0.0,0.0,0.0,5.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,26.0,0
0.0,0.0,2.0,0.0,0.0,6.0,0.007694,0.0,0.0,0.005047,0.0,0.0,2.0,82.0,0
0.0,0.0,11.0,0.0,0.0,3.0,0.021916,0.0,0.0,0.002455,0.004464,0.0,2.0,242.0,0
0.0,18.69,4.0,0.0,0.0,8.0,0.008367,0.0,0.0,0.017572,0.000865,0.0,0.0,56.0,0
2.02,16.07,24.0,0.0,0.0,12.0,0.16674,0.0,0.0,0.059618,0.014274,0.0,0.0,129.0,0
1.02,2.15,19.0,0.0,0.001124,25.0,0.158057,0.0,0.0,0.020306,0.018303,0.0,1.0,356.0,0
6.06,1.03,26.0,0.0,0.009598,22.0,0.176024,1.01,1.01,0.020306,0.014247,0.0,0.0,235.0,1
2.03,1.12,31.0,1.01,0.002466,7.0,0.169324,1.01,4.04,0.001487,0.016377,0.0,0.0,691.0,0
2.02,24.63,14.0,0.0,0.0,8.0,0.173763,0.0,0.0,0.002695,0.007888,0.0,4.0,198.0,1
0.0,0.0,3.0,0.0,0.0,3.0,0.005853,0.0,0.0,0.006651,0.001082,0.0,0.0,79.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
2.02,1.01,2.0,0.0,0.0,7.0,0.003467,0.0,0.0,0.003929,0.0,0.0,6.0,24.0,0
1.01,23.66,2.0,0.0,0.0,7.0,0.012081,0.0,0.0,0.014073,0.0,0.0,0.0,38.0,0
4.1,0.0,4.0,1.01,0.0,3.0,0.020566,2.03,2.06,0.001487,0.005986,0.0,0.0,11.0,0
1.01,14.14,85.0,1.01,0.010307,28.0,0.260027,6.15,11.32,0.018171,0.085197,0.0,0.0,4390.0,1
0.0,9.2,5.0,0.0,0.0,4.0,0.015298,0.0,0.0,0.003609,0.001638,0.0,0.0,24.0,0
1.01,0.0,11.0,0.0,0.0,3.0,0.153897,0.0,0.0,0.001487,0.013092,0.0,0.0,145.0,1
0.0,23.66,13.0,0.0,0.0,5.0,0.138916,0.0,0.0,0.014073,0.009234,0.0,0.0,184.0,1
0.0,23.66,10.0,0.0,0.0,11.0,0.152311,0.0,0.0,0.012864,0.005162,0.0,0.0,158.0,0
0.0,24.63,1.0,0.0,0.0,8.0,0.010825,0.0,0.0,0.002695,0.002824,0.0,0.0,128.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.006314,0.0,0.0,0.0,0.0,0
1.01,8.19,16.0,0.0,0.000673,11.0,0.036144,1.01,5.07,0.001487,0.005615,0.0,0.0,329.0,1
0.0,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,109.0,0
0.0,0.0,2.0,0.0,0.0,3.0,0.00814,0.0,0.0,0.001487,0.00083,0.0,0.0,24.0,0
1.01,0.0,3.0,1.01,0.0,1.0,0.012161,0.0,1.01,0.006284,0.0018,0.0,0.0,32.0,0
5.09,1.03,35.0,0.0,0.001777,27.0,0.223021,0.0,1.01,0.020306,0.050832,1.01,2.0,554.0,1
0.0,0.0,7.0,0.0,0.0,2.0,0.151772,0.0,0.0,0.01375,0.004897,0.0,0.0,83.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.013304,0.0,0.0,0.002004,0.000956,0.0,0.0,316.0,0
1.11,0.0,2.0,0.0,0.0,10.0,0.154538,1.01,1.01,0.001487,0.00083,0.0,0.0,52.0,0
0.0,24.63,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.002695,0.0,0.0,0.0,31.0,0
0.0,14.23,0.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.006896,0.0,0.0,0.0,11.0,0
1.01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1
2.02,2.03,8.0,3.03,0.001358,9.0,0.166302,0.0,2.02,0.012774,0.014783,0.0,0.0,155.0,0
0.0,0.0,0.0,0.0,0.00526,1.0,0.054102,0.0,0.0,0.0,0.011554,0.0,0.0,6.0,0
0.0,14.63,0.0,0.0,0.0,4.0,0.004246,0.0,0.0,0.002695,0.0,0.0,0.0,23.0,0
0.0,12.41,0.0,0.0,0.0,4.0,0.005718,0.0,0.0,0.004885,0.0,0.0,0.0,54.0,1
1.03,23.66,48.0,0.0,0.0,19.0,0.240895,0.0,0.0,0.014073,0.050108,0.0,0.0,431.0,1
0.0,0.0,22.0,1.01,0.006138,33.0,0.165402,0.0,2.02,0.001487,0.011174,1.01,4.0,423.0,0
0.0,1.02,5.0,1.01,0.0,16.0,0.018231,0.0,1.01,0.001487,0.002506,0.0,0.0,212.0,0
0.0,1.01,7.0,1.01,0.0,4.0,0.14727,0.0,1.01,0.009737,0.00422,0.0,0.0,13.0,1
0.0,0.0,4.0,1.01,0.008746,3.0,0.079365,0.0,1.01,0.0,0.041312,0.0,0.0,648.0,1
1.01,2.02,0.0,0.0,0.0,6.0,0.001973,0.0,0.0,0.001487,0.0,0.0,0.0,21.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,12.0,0
3.03,1.01,5.0,0.0,0.0,4.0,0.151707,1.01,1.01,0.003929,0.0,0.0,0.0,88.0,0
1.01,0.0,1.0,0.0,0.0,8.0,0.009141,0.0,0.0,0.001487,0.000617,0.0,0.0,94.0,0
4.04,1.01,3.0,0.0,0.0,5.0,0.151789,0.0,0.0,0.003929,0.0,0.0,0.0,80.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,4.0,0
0.0,0.0,1.0,0.0,0.0,6.0,0.008456,1.02,1.02,0.0,0.002475,0.0,0.0,116.0,0
2.02,1.04,16.0,0.0,0.0,22.0,0.166991,0.0,0.0,0.032335,0.010898,0.0,1.0,222.0,0
4.04,1.01,9.0,0.0,0.0,7.0,0.151789,0.0,0.0,0.003929,0.000836,0.0,0.0,155.0,0
2.02,0.0,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,43.0,0
0.0,0.0,1.0,0.0,0.0,5.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,42.0,0
0.0,0.0,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,72.0,0
1.01,3.08,6.0,0.0,0.0,5.0,0.011839,0.0,0.0,0.002221,0.001061,0.0,0.0,58.0,1
4.06,7.09,40.0,0.0,0.0,9.0,0.209223,1.01,7.14,0.001487,0.015837,2.02,11.0,580.0,1
0.0,23.66,6.0,0.0,0.0,9.0,0.019291,0.0,0.0,0.014592,0.003333,0.0,2.0,150.0,0
0.0,0.0,5.0,1.02,0.0,14.0,0.00935,0.0,0.0,0.001471,0.004549,1.01,1.0,152.0,0
1.02,23.66,0.0,0.0,0.0,7.0,0.006219,0.0,0.0,0.014073,0.0,0.0,3.0,25.0,0
0.0,2.08,50.0,1.04,0.001243,6.0,0.216219,1.01,2.05,0.015179,0.022934,0.0,0.0,1189.0,1
0.0,23.66,1.0,0.0,0.0,2.0,0.009766,0.0,0.0,0.015701,0.00087,0.0,0.0,15.0,0
0.0,0.0,4.0,1.01,0.008746,3.0,0.079365,0.0,1.01,0.0,0.041312,0.0,0.0,648.0,1
12.16,0.0,33.0,2.02,0.000742,26.0,0.185252,1.04,4.06,0.001487,0.007278,0.0,0.0,841.0,1
0.0,0.0,4.0,0.0,0.0,2.0,0.188628,0.0,0.0,0.0,0.003551,0.0,0.0,200.0,0
0.0,23.64,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.002695,0.0,0.0,0.0,41.0,0
0.0,0.0,6.0,0.0,0.000747,4.0,0.151567,0.0,0.0,0.001487,0.010571,0.0,0.0,377.0,1
0.0,0.0,1.0,0.0,0.0,4.0,0.013369,0.0,0.0,0.001487,0.0,0.0,0.0,35.0,0
0.0,0.0,5.0,3.03,0.003598,4.0,0.02266,0.0,3.03,0.0,0.005234,0.0,0.0,321.0,0
0.0,2.13,2.0,0.0,0.0,1.0,0.009727,0.0,0.0,0.01375,0.000845,0.0,0.0,28.0,0
0.0,23.66,15.0,0.0,0.0,6.0,0.155112,0.0,0.0,0.014073,0.004448,0.0,0.0,195.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.152618,0.0,0.0,0.001487,0.0,0.0,0.0,14.0,0
0.0,0.0,0.0,0.0,0.0,11.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,78.0,0
0.0,2.03,0.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.003558,0.0,0.0,0.0,13.0,0
1.01,0.0,2.0,0.0,0.0,3.0,0.004246,0.0,0.0,0.001487,0.001035,0.0,0.0,55.0,0
0.0,0.0,6.0,0.0,0.0,1.0,0.009947,0.0,0.0,0.001487,0.0,0.0,0.0,62.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.003131,0.0,0.0,0.0,3.0,0
0.0,0.0,0.0,0.0,0.0,5.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,28.0,0
6.12,1.01,11.0,0.0,0.0,4.0,0.159856,0.0,0.0,0.004821,0.003258,0.0,0.0,124.0,0
0.0,12.41,4.0,0.0,0.0,5.0,0.008654,0.0,0.0,0.00349,0.001145,0.0,2.0,23.0,0
0.0,0.0,2.0,0.0,0.0,4.0,0.03391,0.0,0.0,0.0,0.011554,0.0,0.0,27.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0
0.0,0.0,9.0,0.0,0.001009,5.0,0.141003,0.0,1.03,0.01375,0.010619,0.0,3.0,142.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.002049,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0
1.07,23.66,39.0,0.0,0.0,22.0,0.197558,0.0,0.0,0.012864,0.046983,0.0,4.0,547.0,1
0.0,9.2,1.0,0.0,0.0,1.0,0.012192,0.0,0.0,0.003609,0.0,0.0,0.0,5.0,0
1.02,14.46,1.0,0.0,0.0,2.0,0.010437,0.0,0.0,0.016095,0.0,0.0,0.0,8.0,0
0.0,16.66,3.0,0.0,0.0,5.0,0.005332,0.0,0.0,0.018554,0.000865,0.0,0.0,17.0,0
4.07,1.01,4.0,0.0,0.0,9.0,0.006897,0.0,0.0,0.004821,0.0,0.0,3.0,61.0,0
0.0,0.0,0.0,0.0,0.0,16.0,0.007694,0.0,0.0,0.001487,0.0,0.0,1.0,105.0,0
0.0,0.0,24.0,2.02,0.002847,6.0,0.053671,0.0,3.03,0.001487,0.010347,0.0,0.0,907.0,1
0.0,0.0,7.0,0.0,0.0,2.0,0.151772,0.0,0.0,0.01375,0.004897,0.0,0.0,83.0,0
0.0,2.13,2.0,0.0,0.0,1.0,0.009727,0.0,0.0,0.01375,0.000845,0.0,0.0,28.0,0
0.0,23.66,21.0,0.0,0.000936,12.0,0.035374,0.0,0.0,0.01594,0.005219,0.0,0.0,799.0,0
0.0,11.86,33.0,0.0,0.0,2.0,0.047218,0.0,0.0,0.013482,0.013002,0.0,0.0,638.0,1
1.03,23.66,48.0,0.0,0.0,19.0,0.240895,0.0,0.0,0.014073,0.050108,0.0,0.0,431.0,1
2.02,1.09,11.0,0.0,0.0,5.0,0.032549,0.0,0.0,0.001487,0.001472,0.0,1.0,38.0,0
1.01,1.02,1.0,1.02,0.0,6.0,0.013852,0.0,1.02,0.002313,0.00304,0.0,0.0,38.0,0
0.0,0.0,4.0,0.0,0.0,3.0,0.015554,0.0,0.0,0.001487,0.0,0.0,0.0,36.0,0
35.57,0.0,16.0,0.0,0.0,34.0,0.112974,0.0,0.0,0.001487,0.014908,0.0,0.0,845.0,0
0.0,0.0,0.0,0.0,0.0,5.0,0.007694,0.0,0.0,0.004013,0.0,0.0,0.0,23.0,0
2.03,0.0,1.0,0.0,0.0,5.0,0.178388,0.0,0.0,0.001487,0.013596,0.0,2.0,17.0,0
0.0,0.0,5.0,0.0,0.002975,1.0,0.064382,0.0,0.0,0.010253,0.006341,0.0,0.0,167.0,0
0.0,0.0,0.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,27.0,0
1.01,1.01,12.0,0.0,0.0,12.0,0.155266,0.0,0.0,0.004821,0.000836,0.0,0.0,208.0,0
1.01,0.0,4.0,2.04,0.001088,1.0,0.016602,0.0,2.04,0.002298,0.002012,0.0,0.0,3.0,0
2.03,1.01,2.0,0.0,0.0,10.0,0.006219,0.0,0.0,0.003929,0.0,0.0,2.0,15.0,0
0.0,23.66,12.0,0.0,0.0,6.0,0.019818,0.0,0.0,0.01594,0.002074,0.0,0.0,230.0,0
0.0,1.01,9.0,0.0,0.0,6.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,109.0,0
0.0,0.0,39.0,4.12,0.003816,0.0,0.079613,1.01,5.13,0.001487,0.013499,0.0,0.0,1117.0,0
6.06,2.15,40.0,1.01,0.000747,31.0,0.209951,0.0,1.01,0.023263,0.03055,0.0,0.0,549.0,0
0.0,1.02,3.0,0.0,0.0,2.0,0.009806,0.0,0.0,0.001487,0.0,0.0,0.0,131.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.003763,0.0,0.0,0.003131,0.0,0.0,0.0,3.0,0
0.0,23.65,10.0,0.0,0.0,3.0,0.023864,1.01,1.01,0.002695,0.001924,1.01,3.0,39.0,0
1.01,1.01,8.0,0.0,0.0,7.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,132.0,0
0.0,0.0,2.0,0.0,0.0,13.0,0.12672,0.0,0.0,0.001487,0.002565,0.0,0.0,121.0,0
0.0,1.01,7.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,72.0,0
0.0,0.0,2.0,0.0,0.0,3.0,0.148309,0.0,0.0,0.0,0.008127,0.0,0.0,50.0,0
0.0,1.01,7.0,1.01,0.0,17.0,0.133647,0.0,3.03,0.008766,0.002383,0.0,0.0,53.0,0
0.0,23.65,1.0,0.0,0.0,4.0,0.009281,0.0,0.0,0.002977,0.000743,0.0,0.0,25.0,0
1.01,23.66,7.0,0.0,0.0,8.0,0.014825,0.0,0.0,0.014073,0.001082,0.0,0.0,32.0,0
0.0,14.23,21.0,0.0,0.0,2.0,0.172122,0.0,0.0,0.006896,0.011015,0.0,0.0,274.0,1
0.0,0.0,1.0,0.0,0.0,6.0,0.008456,1.02,1.02,0.0,0.002475,0.0,0.0,116.0,0
1.01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1
0.0,23.66,8.0,0.0,0.0,13.0,0.160556,0.0,0.0,0.022508,0.0021,0.0,0.0,551.0,1
0.0,0.0,2.0,0.0,0.0,8.0,0.13756,0.0,0.0,0.002542,0.007662,0.0,0.0,46.0,0
0.0,23.64,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.002695,0.0,0.0,0.0,17.0,0
0.0,0.0,3.0,0.0,0.0,3.0,0.005853,0.0,0.0,0.006651,0.001082,0.0,0.0,79.0,0
1.01,0.0,6.0,0.0,0.0,2.0,0.008244,0.0,0.0,0.01375,0.0,0.0,0.0,38.0,0
11.25,15.06,66.0,1.01,0.0,46.0,0.228898,1.01,0.0,0.058926,0.061891,0.0,1.0,866.0,1
0.0,23.66,13.0,0.0,0.0,7.0,0.026807,0.0,0.0,0.014073,0.002808,0.0,0.0,70.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.003711,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0
0.0,3.23,1.0,0.0,0.0,0.0,0.004246,0.0,0.0,0.001769,0.0,0.0,0.0,15.0,0
0.0,1.01,5.0,0.0,0.0,6.0,0.153961,0.0,0.0,0.003929,0.001061,0.0,0.0,109.0,0
12.22,1.01,32.0,1.04,0.000722,35.0,0.130358,0.0,2.05,0.001131,0.021569,0.0,2.0,505.0,1
0.0,23.66,24.0,0.0,0.001088,4.0,0.153886,4.05,4.05,0.014073,0.007695,1.01,1.0,142.0,0
0.0,23.66,10.0,0.0,0.0,11.0,0.152311,0.0,0.0,0.012864,0.005162,0.0,0.0,158.0,0
9.13,0.0,16.0,3.04,0.00081,17.0,0.170381,7.09,9.13,0.001487,0.009468,0.0,0.0,245.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.006651,0.0,0.0,0.0,30.0,0
2.02,1.04,2.0,0.0,0.0,4.0,0.136956,0.0,0.0,0.030611,0.009213,1.01,1.0,23.0,0
2.02,0.0,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,43.0,0
0.0,0.0,2.0,0.0,0.0,0.0,0.013595,1.02,1.02,0.001487,0.001927,0.0,0.0,99.0,0
1.01,24.67,22.0,0.0,0.0,5.0,0.169942,1.01,1.01,0.014073,0.010199,1.01,1.0,174.0,0
2.02,4.18,7.0,3.08,0.0,9.0,0.05774,2.05,3.05,0.010731,0.01272,0.0,0.0,136.0,0
1.01,15.06,7.0,0.0,0.0,2.0,0.145537,0.0,0.0,0.058926,0.011114,0.0,0.0,64.0,0
0.0,23.66,0.0,0.0,0.0,6.0,0.009857,0.0,0.0,0.014874,0.00083,0.0,0.0,21.0,0
9.1,3.18,62.0,1.01,0.0,67.0,0.195781,0.0,2.02,0.022349,0.040452,2.02,2.0,830.0,1
27.53,0.0,58.0,3.12,0.013569,83.0,0.262973,2.02,3.13,0.001487,0.048609,0.0,0.0,1892.0,1
0.0,0.0,2.0,0.0,0.0,5.0,0.008887,0.0,0.0,0.001487,0.0,0.0,0.0,27.0,0
0.0,0.0,9.0,0.0,0.0,5.0,0.014822,0.0,0.0,0.001487,0.0,0.0,0.0,52.0,0
0.0,0.0,0.0,0.0,0.0,5.0,0.006219,0.0,0.0,0.001487,0.0,0.0,2.0,0.0,0
23.26,15.15,55.0,0.0,0.003145,54.0,0.220092,0.0,1.1,0.002695,0.059202,0.0,3.0,773.0,1
1.01,1.01,12.0,0.0,0.0,12.0,0.155266,0.0,0.0,0.004821,0.000836,0.0,0.0,208.0,0
0.0,6.44,4.0,0.0,0.001081,1.0,0.141381,1.01,1.02,0.022948,0.002475,1.02,0.0,50.0,1
0.0,0.0,0.0,0.0,0.0,4.0,0.004246,0.0,0.0,0.001487,0.0,0.0,0.0,10.0,0
3.03,0.0,24.0,4.05,0.000616,21.0,0.187161,4.04,5.05,0.001487,0.019217,0.0,0.0,419.0,1
0.0,23.66,4.0,0.0,0.0,6.0,0.137633,0.0,0.0,0.014073,0.00124,0.0,0.0,142.0,0
3.03,1.01,6.0,0.0,0.0,4.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,59.0,0
0.0,0.0,6.0,0.0,0.004268,3.0,0.134947,1.01,1.01,0.001487,0.005822,0.0,0.0,354.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,11.0,0
0.0,0.0,3.0,0.0,0.0,2.0,0.012324,0.0,0.0,0.01375,0.002546,0.0,4.0,165.0,0
0.0,0.0,7.0,0.0,0.0,13.0,0.142686,0.0,0.0,0.001487,0.006042,0.0,0.0,82.0,0
0.0,0.0,108.0,0.0,0.008746,5.0,0.141039,1.01,0.0,0.001487,0.025975,0.0,0.0,1248.0,1
1.01,0.0,3.0,1.01,0.0,1.0,0.012161,0.0,1.01,0.006284,0.0018,0.0,0.0,32.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.008093,0.0,0.0,0.001487,0.0,0.0,0.0,25.0,0
0.0,0.0,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,21.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.002049,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0
0.0,0.0,1.0,0.0,0.0,4.0,0.12672,0.0,0.0,0.001487,0.002565,0.0,0.0,37.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0
0.0,1.01,2.0,0.0,0.0,3.0,0.037552,0.0,0.0,0.009737,0.006604,0.0,0.0,11.0,1
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1
0.0,0.0,9.0,0.0,0.0,5.0,0.134361,0.0,0.0,0.001487,0.002581,0.0,0.0,152.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.003131,0.0,0.0,0.0,3.0,0
0.0,9.3,0.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.006703,0.0,0.0,0.0,10.0,1
0.0,7.09,13.0,1.02,0.005907,3.0,0.17689,0.0,1.02,0.001487,0.016731,0.0,0.0,462.0,1
5.07,0.0,13.0,0.0,0.0,6.0,0.182856,0.0,1.02,0.001487,0.001085,0.0,0.0,63.0,0
0.0,23.63,0.0,0.0,0.0,5.0,0.011483,0.0,0.0,0.003497,0.00083,0.0,0.0,18.0,0
5.07,0.0,2.0,0.0,0.0,10.0,0.013293,0.0,0.0,0.001487,0.001731,0.0,0.0,127.0,0
0.0,23.66,24.0,0.0,0.0,2.0,0.170967,0.0,0.0,0.027085,0.008825,1.02,2.0,66.0,0
0.0,0.0,5.0,0.0,0.0,3.0,0.01089,0.0,0.0,0.006651,0.000845,0.0,0.0,49.0,0
4.06,2.04,17.0,1.01,0.0,13.0,0.207098,0.0,0.0,0.027797,0.031293,0.0,0.0,185.0,0
15.21,14.46,31.0,0.0,0.0,54.0,0.201627,0.0,0.0,0.002695,0.026488,0.0,4.0,724.0,1
0.0,24.67,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.014073,0.0,0.0,0.0,32.0,0
7.1,23.65,51.0,0.0,0.0,31.0,0.210199,1.01,1.01,0.002695,0.02499,1.01,15.0,760.0,0
2.02,1.12,6.0,1.01,0.0,0.0,0.030107,3.04,3.05,0.009929,0.00095,0.0,2.0,15.0,0
6.08,13.91,77.0,2.02,0.013913,6.0,0.260381,3.03,3.03,0.006676,0.053817,0.0,0.0,1091.0,1
2.03,1.01,2.0,0.0,0.0,10.0,0.006219,0.0,0.0,0.003929,0.0,0.0,2.0,15.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,4.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,4.0,1
0.0,0.0,1.0,1.01,0.0,3.0,0.012638,0.0,1.01,0.001487,0.0,0.0,0.0,18.0,0
0.0,0.0,2.0,0.0,0.0,4.0,0.009399,0.0,0.0,0.001487,0.000845,0.0,4.0,146.0,0
0.0,1.01,5.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,60.0,0
0.0,6.96,155.0,1.01,0.0,0.0,0.188191,3.07,6.17,0.001487,0.0,0.0,5.0,0.0,1
0.0,14.23,3.0,0.0,0.0,4.0,0.140319,0.0,0.0,0.006896,0.001145,0.0,0.0,67.0,1
0.0,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,107.0,0
1.01,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,97.0,0
2.02,1.03,5.0,0.0,0.0,9.0,0.134343,0.0,0.0,0.025009,0.006971,1.01,1.0,57.0,0
19.24,3.03,6.0,0.0,0.0,8.0,0.183381,2.02,5.16,0.001487,0.001145,0.0,6.0,18.0,0
1.01,0.0,12.0,1.01,0.0,9.0,0.13521,0.0,1.02,0.001487,0.003401,0.0,0.0,112.0,0
1.01,23.66,7.0,0.0,0.0,8.0,0.014825,0.0,0.0,0.014073,0.001082,0.0,0.0,32.0,0
0.0,24.64,12.0,0.0,0.0,4.0,0.020618,2.02,2.02,0.002695,0.001446,0.0,0.0,29.0,0
0.0,14.64,1.0,0.0,0.0,4.0,0.007911,0.0,0.0,0.005181,0.0,0.0,0.0,222.0,0
0.0,23.66,4.0,0.0,0.0,6.0,0.137633,0.0,0.0,0.014073,0.00124,0.0,0.0,142.0,0
3.04,0.0,3.0,0.0,0.002735,6.0,0.152103,0.0,0.0,0.0,0.013403,0.0,1.0,151.0,0
0.0,11.08,33.0,0.0,0.0,2.0,0.158754,1.01,2.07,0.001487,0.019347,0.0,1.0,681.0,0
0.0,0.0,2.0,1.01,0.0,7.0,0.054678,0.0,1.01,0.0,0.02163,0.0,0.0,44.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,11.0,0
0.0,0.0,1.0,0.0,0.0,6.0,0.008456,1.02,1.02,0.0,0.002475,0.0,0.0,116.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0
0.0,1.01,2.0,0.0,0.0,3.0,0.128171,0.0,1.01,0.003558,0.000836,0.0,0.0,12.0,0
0.0,0.0,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,72.0,0
3.04,7.9,71.0,0.0,0.002607,1.0,0.134308,2.04,8.36,0.001487,0.05278,0.0,2.0,1399.0,1
0.0,23.66,21.0,0.0,0.000936,12.0,0.035374,0.0,0.0,0.01594,0.005219,0.0,0.0,799.0,0
